neg,neu,pos
0.0515,0.779,0.1695
0.0,1.0,0.0
0.0,0.869,0.131
0.0181111111111,0.897222222222,0.0846666666667
0.0643333333333,0.847666666667,0.088
0.0,0.8465,0.1535
0.039,0.8776,0.0834
0.0,0.866,0.134
0.0,0.721,0.279
0.058,0.838,0.105
,,
0.0102,0.8316,0.1582
0.0477777777778,0.917222222222,0.035
0.0,0.705,0.295
0.038,0.541666666667,0.420333333333
0.00394444444444,0.880555555556,0.1155
0.018,0.754,0.228
0.0,0.674125,0.325875
0.0,0.7872,0.2128
0.0,0.896142857143,0.103857142857
0.0,0.87025,0.12975
0.0375,0.848625,0.113875
0.0,0.769,0.231
0.0,0.774666666667,0.225333333333
0.0,1.0,0.0
0.0244,0.6754,0.1002
0.0,0.8675,0.1325
0.0174285714286,0.717,0.265571428571
0.0235,0.6545,0.322
0.0085,0.788,0.203375
0.0,0.8398,0.1602
0.0,0.89225,0.10775
0.12825,0.8535,0.01825
0.0,0.804142857143,0.195857142857
0.008,0.769,0.223
0.023,0.778333333333,0.198666666667
0.0,1.0,0.0
0.00544444444444,0.831111111111,0.163555555556
0.0,0.9295,0.0705
0.0,1.0,0.0
0.2275,0.69,0.0825
0.0,0.823,0.177
0.0,0.8268,0.1732
0.029,0.831166666667,0.139833333333
0.0,0.869444444444,0.130555555556
0.0,0.865666666667,0.134333333333
0.0,0.862,0.138
0.0404545454545,0.877181818182,0.0823636363636
0.0,0.843,0.157
0.0,0.939,0.061
0.0,0.8188,0.1812
0.0,0.7298,0.2702
0.0,1.0,0.0
0.0238888888889,0.696555555556,0.279555555556
0.0175,0.747,0.236
0.0,0.796857142857,0.203142857143
,,
0.0,0.849,0.151
0.0073125,0.8094375,0.18325
0.0103333333333,0.848666666667,0.141
,,
0.0,0.965,0.035
0.0359166666667,0.874583333333,0.0895
0.0,0.944,0.056
0.0,0.649833333333,0.350166666667
0.0,0.8115,0.1885
0.0,0.773,0.227
,,
0.019,0.912,0.069
0.1605,0.686625,0.152875
0.0831428571429,0.698714285714,0.218142857143
0.128,0.538666666667,0.0
0.0,0.84,0.16
,,
0.0,0.871,0.129
0.0716666666667,0.819,0.109333333333
0.0,0.68225,0.31775
0.027,0.7508,0.2222
0.0263333333333,0.764111111111,0.209555555556
0.1165,0.67725,0.20575
0.0678,0.8922,0.04
0.0226666666667,0.844,0.133333333333
0.0815,0.872,0.046
0.0,0.9395,0.0605
0.101,0.887375,0.011625
0.0192916666667,0.883041666667,0.097625
0.0,0.840666666667,0.159333333333
0.03775,0.828,0.13425
0.0,0.863333333333,0.136666666667
0.061,0.905,0.034
0.03275,0.82525,0.142
0.086,0.84925,0.06475
0.0,1.0,0.0
0.0,0.834666666667,0.165333333333
0.0,0.955333333333,0.0446666666667
0.033,0.7765,0.1905
0.051,0.769,0.18
0.012,0.8875,0.1005
0.0374285714286,0.875714285714,0.0868571428571
0.0,0.8688,0.1312
0.1845,0.723,0.0925
0.01225,0.7585,0.22925
0.00966666666667,0.773333333333,0.217
0.0,1.0,0.0
0.1288,0.82,0.0512
0.1983,0.7577,0.044
0.0505,0.6675,0.282
0.00842857142857,0.755857142857,0.235714285714
0.0,0.9804,0.0196
0.0,0.9415,0.0585
0.05,0.899,0.051
0.0,0.847,0.153
0.0,0.81675,0.18325
0.0,1.0,0.0
0.0326,0.7696,0.198
0.0,0.9185,0.0815
0.0495,0.801,0.1495
0.0,0.713,0.287
0.0123076923077,0.936461538462,0.0512307692308
0.0,1.0,0.0
,,
0.0164285714286,0.916428571429,0.0671428571429
0.0,0.83625,0.16375
0.00442857142857,0.877285714286,0.118285714286
0.0133333333333,0.891666666667,0.0953333333333
0.0121111111111,0.897777777778,0.0902222222222
0.055,0.8642,0.0808
0.134,0.783,0.083
0.0355,0.8515,0.113
0.0,0.748,0.252
0.0,0.818428571429,0.181571428571
0.0,0.9238,0.0762
0.0,0.883333333333,0.116666666667
0.0,0.802714285714,0.197285714286
0.0,0.902333333333,0.0976666666667
0.00325,0.80325,0.0685
0.0,0.342,0.158
0.0,0.8504,0.1496
0.0,0.657666666667,0.342333333333
0.0,0.778777777778,0.221222222222
0.0,0.8868,0.1132
0.0,0.889777777778,0.110222222222
0.0,0.825,0.175
0.025,0.9165,0.0585
0.20625,0.5635,0.23025
0.0423333333333,0.744,0.213666666667
0.0403333333333,0.849166666667,0.1105
0.0,0.8016,0.1984
0.056,0.75,0.194
0.0,0.827,0.173
0.0,0.899333333333,0.100666666667
0.0,0.6745,0.3255
0.02075,0.8765,0.1025
0.0,1.0,0.0
0.05325,0.7495,0.19725
0.00655555555556,0.777333333333,0.216111111111
0.035,0.748,0.217
,,
0.0,0.877,0.123
0.028,0.7735,0.1985
,,
0.0554615384615,0.851307692308,0.0932307692308
0.0,1.0,0.0
,,
0.0,0.894,0.106
0.0,0.961,0.039
0.0348333333333,0.700166666667,0.0983333333333
0.00436363636364,0.924454545455,0.0711818181818
0.026,0.922,0.052
0.0,0.8268,0.1732
0.0275714285714,0.874,0.0985
0.0,0.696,0.304
0.0,0.8772,0.1228
0.0,0.934333333333,0.0656666666667
0.012,0.853,0.135
0.0,0.806375,0.193625
0.179,0.821,0.0
0.0422777777778,0.7975,0.160222222222
0.0,1.0,0.0
0.0,0.898,0.102
0.022,0.793666666667,0.184333333333
0.0,0.815666666667,0.184333333333
0.0,0.840857142857,0.159142857143
0.0,1.0,0.0
,,
0.0,0.8975,0.1025
,,
0.0374444444444,0.901555555556,0.061
0.0223333333333,0.805333333333,0.172333333333
0.0,0.691,0.309
0.0453333333333,0.777833333333,0.176833333333
0.0,0.828571428571,0.171428571429
0.0,0.936,0.064
0.0,0.853,0.147
0.0,0.89475,0.10525
0.0,0.8675,0.1325
0.0315,0.70875,0.25975
0.107454545455,0.758,0.134545454545
0.0831428571429,0.826857142857,0.09
0.0125714285714,0.846571428571,0.140857142857
0.0284,0.8542,0.1176
0.0,0.935333333333,0.0646666666667
0.05725,0.785,0.15775
0.0214285714286,0.569,0.409714285714
0.0,0.792333333333,0.207666666667
0.0,0.834,0.166
0.0714285714286,0.810142857143,0.118428571429
0.0,0.7855,0.2145
0.0,0.875666666667,0.124333333333
0.005,0.953333333333,0.0416666666667
0.0,0.798,0.202
0.0,0.9112,0.0888
0.069,0.547,0.384
0.0155,0.95675,0.02775
0.00871428571429,0.747857142857,0.100571428571
0.05275,0.92725,0.02
0.0625,0.834166666667,0.103333333333
0.0,0.926,0.074
0.0,0.794,0.206
0.058,0.779666666667,0.162333333333
0.0,0.952666666667,0.0473333333333
0.0,0.866875,0.133125
0.0,0.906,0.094
0.0,0.71875,0.28125
0.0275,0.930833333333,0.0416666666667
0.0,0.928,0.072
0.0,0.942,0.058
0.0,0.844875,0.155125
0.036,0.783,0.181
0.0115454545455,0.880727272727,0.107727272727
0.0,0.8735,0.1265
0.00371428571429,0.860714285714,0.135571428571
0.048,0.396333333333,0.222666666667
0.0,0.872,0.128
0.0966666666667,0.730666666667,0.172666666667
,,
0.02725,0.809,0.16375
0.0072,0.8182,0.1746
0.0,0.896,0.104
,,
,,
0.0146666666667,0.824166666667,0.161166666667
0.0,0.789,0.211
0.0,0.812857142857,0.187142857143
0.0606666666667,0.79,0.149333333333
0.0,0.8924,0.1076
,,
0.0,0.5235,0.4765
0.017,0.8928,0.0902
,,
0.0,0.807,0.193
0.0,0.886,0.114
0.0,0.844,0.156
0.0,0.896,0.104
0.0,0.903,0.097
0.0116666666667,0.874666666667,0.114
0.0,0.914,0.086
0.0726666666667,0.69,0.237333333333
0.05725,0.785,0.15775
0.0,0.9285,0.0715
0.00525,0.983,0.01175
0.0,0.7975,0.2025
0.061,0.9156,0.0234
0.0,0.625,0.375
,,
0.0,0.751,0.249
0.0,0.844666666667,0.155333333333
0.0,0.844,0.156
0.0,0.7492,0.2508
0.0368,0.664,0.0992
0.0393333333333,0.921,0.0396666666667
0.0,0.688666666667,0.311333333333
0.0,0.93,0.07
0.0716,0.9284,0.0
0.0,0.9575,0.0425
0.0,0.858666666667,0.141333333333
0.0,1.0,0.0
,,
0.00975,0.7985,0.19175
0.054,0.673,0.273
0.0526666666667,0.820666666667,0.126666666667
0.04425,0.90075,0.055
0.0666666666667,0.803833333333,0.1295
0.007,0.9505,0.0425
0.0,0.7875,0.2125
0.0,0.918,0.082
0.0,0.921,0.079
0.0233333333333,0.912333333333,0.0643333333333
0.00978571428571,0.917571428571,0.0726428571429
0.0,0.916,0.084
0.0,0.966,0.034
0.0,0.8065,0.1935
0.017,0.89875,0.08425
0.0141666666667,0.841,0.144833333333
0.0,0.72825,0.27175
0.0,0.854142857143,0.145857142857
0.0,0.75625,0.24375
0.015,0.6475,0.3375
0.0592,0.7266,0.2142
